,제목,가사,장르
238,오월의 광주,"저 갈 길 잃은 학생들이
저 갈 길 잃은 사람들이
허망함과 쓸쓸함이 공존하는 곳
그 누구도 포기않고 역사를 써가네
내 자유는 어디에 가셨나
닿을 수 없는 그 상처에
저 끝없는 쓸쓸함들과 나
죽음과 자유의 문턱에
맞서싸운 우리 민중들
저 끝없는 쓸쓸함들과 나
저 다가오는 아침해가
저 솟아오는 태극기가
들려오는 애국가가 이리슬프오
잃지마오 내국가를 역사를 써가네
내 자유는 어디에 가셨나
닿을 수 없는 그 상처에
저 끝없는 쓸쓸함들과 나
죽음과 자유의 문턱에
맞서싸운 우리 민중들
저 끝없는 쓸쓸함들과 나
내가 죽어도
달은 우리의 투쟁을 기억 할 것이다
눈앞의 죽음을 두려워하지 않고
오늘의 어둠이 미래에는
빛이 되도록
일어서라 맞서라 투쟁하라
내 자유는 어디에 가셨나
닿을 수 없는 그 상처에
저 끝없는 쓸쓸함들과 나
죽음과 자유의 문턱에
맞서싸운 우리 민중들
저 끝없는 쓸쓸함들과 나
1980년 5월 18일
전라남도 광주시에서
대규모 민주화 운동이 일어났다
계엄령은 점차 확대되었고
공수부대가 투입되었다
민주화를 이뤄내는 데에는
실패했지만
1987년 6월 민주 항쟁에
아주 큰 영향을 주었다",국악
239,사랑가,"이리 오너라 업고놀자
이리 오너라 업고놀자
사랑 사랑 사랑 내 사랑이야
사랑이로구나 내 사랑이야
이히이이 내 사랑이로다
아메도 내 사랑아
니가 무엇을 먹으랴느냐
니가 무엇을 먹으랴느냐
둥글둥글 수박 웃봉지 떼뜨리고
강릉백청을 따르르르 부어
씨는 발라버리고 붉은 점 움벅 떠
반간진수로 먹으랴느냐
아니 그것도 나는 싫소
그러면 무엇을 먹으랴느냐
니가 무엇을 먹으랴느냐
앵두를 주랴 포도를 주랴
귤병 사탕의 혜화당을 주랴
아메도 내 사랑아
저리 가거라 뒤태를 보자
이만큼 오너라 앞태를 보자
아장아장 걸어라 걷는 태를 보자
방긋 웃어라 잇속을 보자
아메도 내 사랑아
사랑 사랑 사랑 내 사랑이야
사랑이로구나 내 사랑이야
이히이이 내 사랑이로다
아메도 내 사랑이야
달아 달아 밝은 달아
니 아무리 바쁘어도
중천에 멈춰있어 내일 날 오지말고
백년여일 이 밤 같이 이모냥
이대로 늙지말게 하여다오
사랑이로구나 내 사랑이야
오호둥둥 내 사랑",국악
240,매직 카펫 라이드,"이렇게 멋진 파란 하늘 위로
날으는 마법 융단을 타고
이렇게 멋진 푸른 세상 속을
나는 우리 두 사람
신경 쓰지 마요 그렇고 그런 얘기들
골치 아픈 일은 내일로 미뤄버려요
인생은 한번 뿐 후회하지 마요
진짜로 가지고 싶은걸 가져요
용감하게 씩씩하게
오늘의 당신을 버려봐요
이렇게 멋진 파란 하늘위로
지어진 마법 정원으로 와요
색색의 보석 꽃과 노루비단
달콤한 우리 두 사람
색색의 보석 꽃과 노루비단
달콤한 우리 두 사람
우우우우우우우우우우
웬일인지 인생이 재미없다면
지난일은 모두 다 잊어버려요
기회는 한 번 뿐 실수하지 마요
진짜로 해내고 싶은걸 찾아요
용감하게 씩씩하게
오늘의 당신을 버려봐요
용감하게 씩씩하게
오늘의 당신을 버려봐요
이렇게 멋진 파란 하늘 위로
날으는 마법 융단을 타고
이렇게 멋진 초록 바다 속을
달리는 빨간 자동차를 타고
이렇게 멋진 푸른 세상 속을
날으는 마법 융단을 타고
이렇게 멋진 장밋빛 인생을
당신과 나와 우리 둘이 함께
이렇게 멋진 파란 하늘 위로
날으는 마법 융단을 타고
이렇게 멋진 초록 바다 속을
달리는 빨간 자동차를 타고
이렇게 멋진 푸른 세상 속을
날으는 마법 융단을 타고
이렇게 멋진 장밋빛 인생을
당신과 나와 우리 둘이 함께",국악
241,Abracadabra,"아브라카다브라 다 이뤄져라
법사님
고민이 많아 보이는구나
여자친구에게 다른 남자가 생겼어요
저런저런
여자친구 옆에 있는
그놈 좀 쫓아내주세요
여허구자 오냐 그래 빌어라 빌어라
비는 만큼 그 놈이
떨어져 나가게 도와주시마
이러다 미쳐 내가
여리여리 착하던 그런 내가
너 때문에 돌아
내가 독한 나로 변해 내가
널 닮은 인형에다
주문을 또 걸어 내가
그녀와 찢어져 달라고 고
every night I'll be with you
do you love her do you love her
매일 너의 꿈 속에
do you love me
do you love me
bring bring 너를 내게 가져다 줘
뭐라도 난 하겠어 더한 것도 하겠어
빙빙 도는 나의 fantasy에
모든 걸 걸겠어
널 내가 내가 갖겠어
못 참아 더는 내가
이러다 정신을 놓쳐 내가
도대체 왜 너란 애가
내 마음에 박혀 니가
찢겨진 사진에다
주문을 또 걸어 내가
그녀가 떨어져 달라고 고
every night I'll be with you
do you love her do you love her
매일 너의 꿈 속에
do you love me do you love me
every night I'll be with you
do you love her do you love her
매일 너의 꿈 속에
do you love me do you love me
I'm in the Voodoo lsland
널 되찾기 위한 plan
매일같이 이렇게
날 울린 널 향한 마지막 step
그녀의 손을 잡고 그녀와 입을 맞추고
그런 너를 상상조차 하기 싫어
이 주문에 염원을 실어
랄랄라 랄랄라 랄랄랄라
랄랄라 랄랄라 랄랄랄라
랄랄랄라 랄랄라
랄랄랄라 랄랄라
아브라카다브라 다
이뤄져라 이뤄져라
이러다 미쳐 내가
여리여리 착하던 그런 내가
너 때문에 돌아 내가
독한 나로 변해 내가
cool한 척 하는 내가
놀라워라 이런 내가
아닌 척 널 만나러 가 또
이러다 미쳐 내가
여리여리 착하던 그런 내가
너 때문에 돌아 내가
독한 나로 변해 내가
랄랄랄라 랄랄라
랄랄랄라 랄랄라
아브라카다브라 다
이뤄져라
넌 장가갈 팔자가 아니다",국악
242,수궁가_내려가보세,"내려가 보세 바다 속
용궁으로 가세
별주부 따라가 보세
벼슬하러 따라가세
내려가 보세 황금빛 용궁으로 가세
별주부 따라가 보세
부귀영화 누리러 가보세
한 곳을 바라보니
묘한 짐승이 앉아있네
두 귀를 쫑긋 눈은 도리도리
자라가 보고 괴이 여겨
화상을 보고 토끼를 보니
분명히 토끼 여 서 반겨
저기 계신 게 토끼선생님 아닙니까
토끼가 듣고선
좋아서 깡총 뛰어 나와
그거 누가 날 찾는 것이오
날 찾을 이가 없을 것만은
대체 누가 날 찾는 것이오
범피중류 둥덩둥덩 떠나간다
내려가 보세 바다 속 용궁으로 가세
별주부 따라가 보세
벼슬하러 따라가세
내려가 보세 황금빛 용궁으로 가세
별주부 따라가 보세
부귀영화 누리러 가보세
황금 닭이 쨍그랭 들리거든
눈을 들어 살펴보니
흰 옥으로 만든 현판이 보이네
황금 닭이 쨍그랭 들리거든
눈을 들어 살펴보니
황금으로 남해 수궁
수정문이라 써 있네
나는 바다 나라의 자라라 하오
그쪽은 누구시오 통성명 합시다
나는 예부상서의 관직을 맡은
달토끼인데
죄 짓고 산 중에 귀양을 왔소
범피중류 둥덩둥덩 떠나간다
내려가 보세 바다 속 용궁으로 가세
별주부 따라가 보세
벼슬하러 따라가세
내려가 보세 황금빛 용궁으로 가세
별주부 따라가 보세
부귀영화 누리러 가보세
세상이 못 알아봐서 그렇지
우리 바다 나라로 들어오시면
훨씬 멋진 풍골에
좋은 벼슬을 할 것이오
내려가 보세 바다 속 용궁으로 가세
별주부 따라가 보세
벼슬하러 따라가세
내려가 보세 황금빛 용궁으로 가세
별주부 따라가 보세
부귀영화 누리러 가보세
황금 닭이 쨍그랭 들리거든
눈을 들어 살펴보니
흰 옥으로 만든 현판이 보이네
황금 닭이 쨍그랭 들리거든
눈을 들어 살펴보니
황금으로 남해 수궁
수정문이라 써 있네",국악
243,Honey,"그대를 처음 본 그 순간
난 움직일 수가 없었지
그대 그 아름다운 모습
난 넋을 잃고야 말았지
그대의 아름다운
그 그 미소가 나를 사로잡았지
자 놀아보세
Hey 거기 그래
자기 웬만하면 내게 오지
우리 여기에서
둘이 멋진 밤을 함께 하지
Oh Honey Oh Baby
어쩜 아름답기도 하지
내게 오지 나를 믿지
절대 후회할 리 없지
그대의 그 섹시한 눈빛
오 나를 또 바라보았지
눈빛이 마주치는 순간
난 숨을 쉴 수가 없었지
그대야말로 하늘이 내려주신
진정한 Honey지 좋다
Hey 거기 그래 자기
웬만하면 내게 오지
우리 여기에서 둘이
멋진 밤을 함께 하지
Oh Honey Oh Baby
어쩜 아름답기도 하지
내게 오지 나를 믿지
절대 후회할 리 없지
Hey 거기 그래 자기
웬만하면 내게 오지
우리 여기에서 둘이
멋진 밤을 함께 하지
Oh Honey Oh Baby
어쩜 아름답기도 하지
내게 오지 나를 믿지
절대 후회할 리 없지
얼씨구",국악
244,정선아리랑,"강원도 금강산 일만이천봉

팔맘구암자 유점사 법당 뒤에

칠성단 모두 묻고

팔자에 없는 아들 딸 낳아달라고

석달 열흘 노구에 정성을 말구

타관 백리 외로이 난 사람

니가 괄세를 마라


아리랑 아리랑 아라리요

아리랑 고개 고개로 나를 넘겨 주오(후렴)


세파에 시달린 몸 만사에 뜻이 없어

홀연히 다 떨치고 청려를 의지하여

지향없이 가노라니

풍광은 예와달라 만물이 소연한데

해저무는 저녁노을 무심히 바라보며

옛일을 추억하고 시름없이 있노라니

눈앞에 왼갖 것이 모다 시름 뿐이라",국악
245,사철가(이산 저산),"이산 저산 꽃이 피니
분명코 봄이로구나
봄은 찾어왔건마는 세상사
쓸쓸하드라 나도 어제 청춘일러니
오날 백발한심하구나
내 청춘도 날 버리고
속절없이 가버렸으니
왔다 갈 줄 아는 봄을
반겨헌들 쓸떼가 있나
봄아왔다가 갈려거든 가거라
니가 가도 여름이 되면
녹음방초승하시라
옛부터 일러있고 여름이가고
가을이 돌아오면
한로상풍 요란해도
제절개를 굽히지않는
황국단풍도 어떠헌고
가을이 가고 겨울이 돌아오면
낙목한천 찬바람에 백설만 펄펄
휘날리어 으으은세계 되고보면은
월백설백 천지백허니
모두가 백발의 벗이로구나
무정 세월은 덧없이 흘러가고
이 내 청춘도
아차 한번 늙어지면
다시 청춘은 어려워라
어화 세상 벗님네들
이네한말 들어보소
인생이 모두가 팔십을
산다고해도 병든 날과
잠든 날 걱정 근심 다 제하면
단 사십도 못 산 인생아
차한번 죽어지면
북망산천의 흙이로구나
사후에 만만진수는
불여생전일배주만도 못
하느니라 세월아
세월아 세월아 가지말어라
아까운 청춘들이 다 늙는다
세월아 가지마라
가는세월어쩔꺼나 늘어진 계수나무
끝끝트리다가 대랑 메달아 놓고
국고투식허는 놈과 부모불효
허는 놈과 형제화목 못허는 놈
차례로 잡어다가 저 세상으로 먼저
보내버리고 나머지 벗님네들
서로 모여 앉어 한잔 더 먹소
그만 먹게 허면서
거드렁거리고 놀아보세",국악
246,빛과 그림자,"사랑은 나의 행복
사랑은 나의 불행
사랑하는 내 마음은
빛과 그리고 그림자
그대 눈동자 태양처럼 빛날때
나는 그대의 어두운 그림자
사랑은 나의 천국
사랑은 나의 지옥
사랑하는 내 마음은
빛과 그리고 그림자
사랑은 나의 행복
사랑은 나의 불행
사랑하는 내 마음은
빛과 그리고 그림자
그대 눈동자 태양처럼 빛 날때
나는 그대의 어두운 그림자
사랑은 나의 천국
사랑은 나의 천국
사랑하는 내 마음은
빛과 그리고 그림자",국악
247,귀천,"나 하늘로 돌아가리라
새벽빛 와 닿으면 스러지는 이슬
더불어 손에 손을 잡고

나 하늘로 돌아가리라
노을빛 함께 단 둘이서
기슭에서 놀다가 구름 손짓하며는

나 하늘로 돌아가리라.
아름다운 이 세상 소풍 끝내는 날
가서, 아름다웠더라고 말하리라",국악
248,비나이다 (제3회 한국가요제 대상수상곡),"달빛마저 녹아든 안개 속에 피어난

눈물 한 송이를 드리옵니다

버리고 또 버려도 비우고 또 비워도

지워지지 않는 그리움들을



왜 날 사랑했는지 왜 날 떠나갔는지

자꾸 나를 안으로 가두는 기억은

언제쯤 거두어 가실는지



가시나요 정말 떠나시나요

그대가 준 사랑은 아직 내 안에 있는데

차가운 눈빛에 그대 손 놓아드리지만

허튼 나의 눈물이 그댈 잡네요



눈물 흘리지 않는 슬픔 보이지 않는

안타까운 꿈을 비우옵니다

깊게 손 내밀어도 애써 잡으려 해도

내겐 닿을 수 없는 그 사랑을



왜 날 사랑했는지, 왜 날 떠나갔는지

자꾸 나를 안으로 가두는 기억은

언제쯤 거두어 가실는지



가시나요 정말 떠나시나요

그대가 준 사랑은 아직 내 안에 있는데

차가운 눈빛에 그대 손 놓아드리지만

허튼 나의 눈물이 그댈 잡네요



비나이다 원하나이다 다시 내게 돌아오길 바라나이다

한 순간 뒤돌아 나의 눈물 닦아주길 바라나이다

비나이다 원하나이다 다신 눈물 흘리지 않기를 바라나이다

내 눈물이 비 되어 그대 걸음 돌려주길 바라나이다



가시나요 정말 떠나시나요

그대가 준 사랑은 아직 내 안에 있는데

버릇처럼 그댈 잡으려는 나를 다시 꾸짖지만

허튼 나의 눈물이 다시 나를 흐르네요



비나이다 원하나이다 바라나이다

비나이다 원하나이다 바라나이다

비나이다 원하나이다 바라나이다

비나이다 원하나이다



기다리나이다",국악
249,이게 아닌데,"이게 아닌데 이게 아닌데
사는 게 이게 아닌데
이러는 동안
어느새 봄이와서
꽃은 피어나고
이게 아닌데 이게 아닌데
그러는 동안 봄이가며 꽃이 집니다
그러면서 그러면서
사람들은 살았다지요
그랬다지요
이게 아닌데 이게 아닌데
사는 게 이게 아닌데
이러는 동안
어느새 봄이와서
꽃은 피어나고
이게 아닌데 이게 아닌데
그러는 동안 봄이가며 꽃이 집니다
그러면서 그러면서
사람들은 살았다지요
그랬다지요
이게 아닌데 이게 아닌데
이게 아닌데 이게 아닌데
사는게 이게 아닌데
이게 아닌데 이게 아닌데
사는게 이게 아닌데
이게 아닌데",국악
250,나 그대에게 모두 드리리,"나 그대에게 드릴말 있네
오늘밤 문득 드릴말 있네
나 그대에게 모두 드리리
터질것 같은 이내 사랑을
그대 위해서라면
나는 못할게 없네
별을 따다가
그대 두 손에 가득 드리리
나 그대에게 모두 드리리
오늘밤 전부
그대 위해서라면
나는 못할게 없네
별을 따다가
그대 두 손에 가득 드리리
나 그대에게 모두 드리리
터질것 같은 이내 사랑을
이내 사랑을
나나나 나나나
나나나 나나나
나나나 나나나
나나나 나나나
나나나 나나나",국악
251,소금장수,"새벽달 저물고 아침이 밝아오니
소금장수 노총각 부시시 문 나서네
오늘은 소금팔아 또순이 버선에다
고무신도 사겠다고 온 밤을 뒤척였네
자 소금사려
소금장수 노총각 발걸음도 부산하게
이리뒤뚱 저리뒤뚱
징검다리 건너다가
아이고 이게 웬일이냐
물속으로 곤두박질
에헤 이젠 틀렸구나
장가가긴 틀렸구나
아이고 또순아
소금장수 노총각 발걸음도 부산하게
이리 뒤뚱 저리뒤뚱
징검다리 건너다가
아이고 이게 웬일이냐
물속으로 곤두박질
에헤 이젠 틀렸구나
장가가긴 틀렸구나",국악
252,티끌 같은 세상 이슬 같은 세상 (임꺽정 주제곡),"이 나라 이 강산에 이 몸이 태어나
삼베옷 나물죽으로 이어온 목숨
기구하여라 고단한 세월
타고난 굴레는 벗을 길이 없어라
달은 기울고 별빛조차 희미한데
기다려도 기다려도 오지않는 세상
기다려도 기다려도 오지않는 세상
슬퍼말아라 티끌같은 세상
슬퍼말아라 이슬같은 인생
슬퍼말아라 티끌같은 세상
슬퍼말아라 이슬같은 인생
대장부 가는 길에 무슨 한이 있으리
이 나라 이 강산에 이 몸이 태어나
삼베옷 나물죽으로 이어온 목숨
기구하여라 고단한 세월
타고난 굴레는 벗을 길이 없어라
달은 기울고 별빛조차 희미한데
기다려도 기다려도 오지않는 세상
기다려도 기다려도 오지않는 세상
슬퍼말아라 티끌같은 세상
슬퍼말어라 이슬같은 인생
슬퍼말어라 티끌같은 세상
슬퍼말어라 이슬같은 인생
대장부 가는 길에 무슨 한이 있으리",국악
253,상처,"내가 어느덧 늙은이의 나이가 되어
사랑스러운 것이
그냥 사랑스럽게 보이고
우스운 것이 거침없이
우습게 보이네
젊었던 나이의 나여
사고무친한 늙은 나를
초라하게 쳐다보는 젊은이여
세상의 모든 일은 언제나
내 가슴에 뻐근하게 왔다
감동의 맥박은 쉽게 널뛰고
어디에서도 어디에서도
오래 쉴 자리를
편히 구할 수가 없었다
내가 어느덧 늙은이의 나이가 되어
사랑스러운 것이
그냥 사랑스럽게 보이고
우스운 것이 거침없이
우습게 보이네
젊었던 나이의 나여
사고무친한 늙은 나를
초라하게 쳐다보는 젊은이여
세상의 모든 일은 언제나
내 가슴에 뻐근하게 왔다
감동의 맥박은 쉽게 널뛰고
어디에서도 어디에서도
오래 쉴 자리를
편히 구할 수가 없었다
내가 어느덧 늙은이의 나이가 되어
사랑스러운 것이
그냥 사랑스럽게 보이고
우스운 것이 거침없이
우습게 보이네",국악
254,창부타령,"아니 아니 놀지는 못 하리라
아니 놀지는 못 하리라
인간이별 만사 중에
날 같은 사람이 또 있는가
부모님 같이도 중한 분은
세상 천지에 없건 마는
임을 그려 애태는 마음
어느 누가 알아주리
그대를 잊으려고
벽을 안고 누웠더니
그 벽이 임이 되어
눈에 암암 귀에 쟁쟁
잊으리라고 맹세를 해도
차마 진정코 못 잊겠네
얼씨구 절씨구 지화자 좋아
아니 놀지는 못 하리라
기다리다 못 하여서
잠이 잠깐 들었더니
새벽별 찬 바람에
풍지가 펄렁 날 속였네
행여나 임이 왔나
창문 열고 내다를 보니
임은 정녕 간 곳이 없고
명월조차 왜 밝았나
생각 끝에 한숨이요
한숨 끝에 눈물이라
마자마자 마자를 해도
그대 얼굴만 아른거려
긴긴 밤만 지샛노라
긴긴 밤만 지샛노라
얼씨구 절씨구 지화자 좋아
아니 놀지는 못 하리라
얼씨구 절씨구 지화자 좋네
인생 백년이 덧없어라
아 아하 띠루디디디디
아니 놀지는 못 하리라
아니 놀지는 못 하리라
사랑 사랑이라니
사랑이란 게 그 무엇이냐
알다가도 모를 사랑
믿다가도 속는 사랑
오목조목이 알뜰사랑
왈칵달칵 싸움사랑
무월삼경 깊은 사랑
공산야월 달 밝은데
이별 한 임 그린 사랑
이내 간장 다 녹이고
지긋지긋이 애탠 사랑
남의 정만 뺏어가고
줄줄 모르는 얄민사랑
이 사랑 저 사랑 다 그만 두고
아무도 몰래 단 둘이 만나
소곤소곤 은근 사랑
소곤소곤 은근 사랑
얼씨구 절씨구 내 사랑이지
사랑 사랑 참사랑아
얼씨구 절씨구 지화자자가 좋아
아니 놀지는 못 하리라
얼씨구 절씨구 지화자 좋네
인생 백년이 꿈이로다
이런 날 아니 놀구 언제 노나",국악
255,사랑가,"이리오너라 업고놀자
이리오너라 업고놀자
사랑 사랑 사랑 내 사랑이야
사랑이로구나 내 사랑이야
이히이이 내 사랑이로다
아메도 내 사랑아
니가 무엇을 먹으랴느냐
니가 무엇을 먹으랴느냐
둥글둥글 수박 웃봉지 떼뜨리고
강릉백청을 따르르르 부어
씨는 발라버리고 붉은점 움벅 떠
반간진수로 먹으랴느냐
아니 그것도 나는 싫소
그러면 무엇을 먹으랴느냐
니가 무엇을 먹으랴느냐
앵두를 주랴 포도를 주랴
귤병사탕의 혜화당을 주랴
아메도 내 사랑아
저리 가거라 뒤태를 보자
이만큼 오너라 앞태를 보자
아장아장 걸어라 걷는태를 보자
방긋 웃어라 잇속을 보자
아메도 내 사랑아
사랑 사랑 사랑 내 사랑이야
사랑이로구나 내 사랑이야
이히이이 내 사랑이로다
설마둥둥 내 사랑이야
달아 달아 밝은 달아
니 아무리 바쁘어도
중천에 멈춰있어 내일 날 오지말고
백년여일 이 밤 같이 이모양
이대로 늙지말게 하여다오
사랑이로구나 내 사랑이야
오호둥둥 내 사랑",국악
256,배 띄워라,"배 띄워라 배 띄워라
아이야 벗님네야
어서가자 배 띄워라
동서남북 바람불제
언제나 기다리나
술익고 달 이뜨니
이때가 아니드냐
배 띄워라 배 띄워라
아이야 벗님네야
배 띄워서 어서가자
바람이 없으면 노를 젓고
바람이 불면 돗을 올려라
강건너 벗님네들 앉아서 기다리랴
그리워 서럽다고 울기만 하랴
배 띄워라 배 띄워라",국악
257,난감하네 Desperation (feat.커먼그라운드),"남해용왕우연득병하여
아무리 약을써도 백약이 무효라
이때 용왕 꿈속에 신령 나타나
토끼간이 제약이라 일러주니
이말을 들은 용왕
별주부에게 명하기를
토끼를 잡아오너라 허니
이말 들은 별주부 말 허기를
난감하네 난감하네
난감하네 난감하네
세상이 어디요 육지가 어디요
토끼가 누구요 어찌 생겼소
그 놈에 간을 어찌 구한단 말이요
나나나나나나나나 나 난감하네
돈싫소 명예싫소 벼슬도 싫소
세상에 나가긴 더욱 더 싫소
어찌 저 험한세상 간단 말이요
아이고 불쌍한 내 신세야
어허
난감하네
What
Rabbit’s liver
Where to find it
Korean fable for a long time
so turtle must see the rabbit
okay let’s see how
turtle’s journey is like
Ah Ha
아이고 토선생 정말 반갑소
나는 용궁서 온 별주부이요
용왕님께서 큰상 주신다 허니
자자자자자자자자 자 용궁 갑시다
거리엔 산해진미 너엄 처나고
건물은 모두 황금으로 지었고
게다가 벼슬까지 하실거이니
나와 용궁 가서
부귀영화 누립시다
싫다 이놈아
난감하네 난감하네
난감하네 난감하네
남해용왕우연득병하여
아무리 약을써도 백약이 무효라
이말 들은 별주부 말 허기를
난감하네",국악
258,이만큼 보이다가 저만큼 보이다가,"이만큼 보이다가 저만큼 보이다가
달만큼 별만큼 나비만큼 불티만큼
망종 고개 넘어 아주 깜빡 사라지니
그림자도 안 보이네그려
그대만 그대만 바라봐
그대로 그대로 한참을
눈물이 흐르고 손놓은 자리에
그대가 이젠 이젠 없네요
그 자리 퍽석 주저앉더니
퍼벌이고 앉어 울음을 운다
아이고 우리 도련님 참 가셨네
그대만 그대만 바라봐
그대로 그대로 한참을
눈물이 흐르고 손놓은 자리에
그대가 이젠 이젠 없네요
이젠 이젠 없네요",국악
259,태평가,"짜증을내어서무엇하나
성화를바치어무엇하나
속상한일도 하도 많으니
놀기도 하면서 살아가세
니나노 닐리리야 닐리리야 니나노
얼싸좋아 얼씨구나 좋다
벌나비는 이리저리 펄펄
꽃을 찾아서 날아든다
청사초롱에 불밝혀라
잊었던 낭군이 다시온다
공수레 공수거요
놀기도하면서 살아가세
니나노 닐리리야 닐리리야 니나노
얼싸좋아 얼씨구나 좋다
벌나비는 이리저리 펄펄
꽃을 찾아서 날아든다
니나노 닐리리야 닐리리야 니나노
얼싸좋아 얼씨구나 좋다
벌나비는 이리저리 펄펄
꽃을 찾아서 날아든다
니나노 닐리리야 닐리리야 니나노
얼싸좋아 얼씨구나 좋다
벌나비는 이리저리 펄펄
꽃을 찾아서 날아든다",국악
260,제비가,"만첩산중 늙은 범 살찐 암캐를
물어다 놓고 에 어르고 노닌다
광풍에 낙엽처럼 벽허둥둥 떠나간다
일락 서산 해는 뚝 떨어져
월출동령에 달이 솟네
만리장천에 울고 가는 저 기러기
제비를 후리러 나간다
제비를 후리러 나간다
복희씨 맺은 그물을
두루쳐 매고서 나간다
망당산으로 나간다
우이여 어허어 어이구
저 제비 네 어디로 달어나노
백운을 박차며 흑운을 무릎쓰고
반공중에 높이 떠
우이여 어허어 어이구
달아를 나느냐
내 집으로 훨훨 다 오너라
양류상에 앉은 꾀꼬리
제비만 여겨 후린다
아하 이에에 에헤에 에헤야
네 어디로 행하느냐
공산야월 달 밝은데
슬픈 소래 두견성 슬픈 소래 두견제
월도천심 야삼경에
그 어느 낭군이 날 찾아오리
울림비조 뭇새들은
농춘화답에 짝을 지어
쌍거쌍래 날어든다
말 잘 하는 앵무새 춤 잘 추는
학 두루미 문채 좋은 공작
공기 적다 공기 뚜루루루루루
숙궁 접동 스르라니 호반새 날어든다
기러기 훨훨 방울새 떨렁 다 날아들고
제비만 다 어데로 달어나노
제비를 후리러 나간다
제비를 후리러 나간다
제비를 후리러 나간다
제비를 후리러 나간다",국악
261,꽃,"꽃이 만발 허였을 때 꿈속에서 맺은 사랑
왜 이다지 허무한가 아
꿈을 꾸면 님이 와서 나의 손을 부여안고
내 사랑아 잘있더냐 아
아 아 사무치는 마음을 달랠 수 없네
꽃은 지던 그 자리에 다시 만발 허였건만
한번 가신 우리 님은 다시 올줄 모르네
꽃은 지던 그 자리에 다시 만발 허였건만
한번 가신 우리 님은 다시 올줄 모르네
다시 올줄 모르네 다시 올줄 모르네
꽃이 만발 허였을 때 꿈속에서 맺은 사랑
왜 이다지 허무한가 아",국악
262,풀잎을 닮기 위하여,"풀잎 위에
내 몸을 기대어본다
휘청
휘어지는 풀잎
풀잎 위에
내 슬픔을 얹어본다
휘청
더욱 깊게 휘어지는 풀잎
오늘은 내 몸무게보다
슬픔의 무게가 더 무거운가보오
오늘은 내 몸무게보다
슬픔의 무게가 더 무거운가보오
오늘은 내 몸무게보다
슬픔의 무게가 더 무거운가보오
오늘은 내 몸무게보다
슬픔의 무게가 더 무거운가보오",국악
263,심청가 + 사랑 그 쓸쓸함에 대하여,"* 심청가

“여보 마누라 병든다고 다 죽겄소? 그럴 일 없지요!
내 의가에 가서 약 지어올 것이니 부디 안심하시오!
내 다녀오리다, 마누라”

“아가, 불쌍한 내 아가”
천지도 무심허고 귀신도 야속허지

* 사랑 그 쓸쓸함에 대하여

다시 또 누군가를 만나서
사랑을 하게 될 수 있을까
그럴 수는 없을 것 같아

도무지 알 수 없는 한 가지
사람을 사랑하게 되는 일
참 쓸쓸한 일인 것 같아

사랑이 끝나고 난 뒤에는
이 세상도 끝나고
날 위해 빛나던 모든 것도
그 빛을 잃어버려

도무지 알 수 없는 한 가지
사람을 사랑한다는 그 일
참 쓸쓸한 일인 것 같아

(간주 - 6초)

아이고 마누라
날 버리고 어디 가오
나 허고 가세 / 나 허고 가세

사랑이 끝나고 난 뒤에는
이 세상도 끝나고
날 위해 빛나던
모든 것도 / 그 빛을 잃어버려

누구나 사는 동안에 한번
잊지 못할 / 잊지 못할
사람을 만나고
잊지 못할 이별도 하지

도무지 알 수 없는 한 가지
사람을 사랑한다는 그 일
참 쓸쓸한 일인 것 같아

다시 또 누군가를 만나서
사랑을 하게 될 수 있을까
그럴 수는 없을 것 같아


그럴 수는 없을 것 같아",국악
264,아리랑,"아리랑 아리랑 아라리요
아리랑 고개로 넘어 간다
아리랑 아리랑 아라리요
아리랑 고개 고개로 넘어 간다
영창에 비친달 다 지도록 온다던
그님은 왜 오지를 않나
아리랑 아라리요 아리랑
아리 아리랑 아라리요
아리랑 아라리요 아리랑
아리 아리랑 아라리요
풀벌레 우는 밤 떠난 내님
새벽이슬 밟고서 오신다 하네
아리랑 아라리요 아리랑
아리 아리랑 아라리요
물속에 잠긴 달 잡으려 말고
저기 저 뜨는 해를 맞이하세
아리랑 아리랑 아라리요
아리랑 고개로 넘어간다
나를 버리고 가시는 님은
십리도 못가서 발병난다
동터온다 동터온다 기나긴밤
떨쳐내고 아침이 온다
아리랑 붉은해야 비추어라
북을 울려라 북을 울려
만경창파 떠도는 그배
동풍이 불어 다시오니
아리 아리랑 아리 아리랑
아리랑 노랠 불러라
동터온다 동터온다
아리랑 아라리요
어둠이 가고 새날이 온다
아리랑 아라리요",국악
