,제목,가사,장르
61,외톨이야,"외톨이야 외톨이야

외톨이야 외톨이야



봐봐 나를 봐봐 똑바로 내 두 눈을 봐

거봐 이미 너는 딴 곳을 보고 있어

Check it One Two Three

시계 바늘만 쳐다 보는게

말 안해도 다른 사람 생긴걸 알아

요즘 넌 나 아닌 다른 사람과

만남이 잦더라

이제는 먼저 전화도 걸지 않더라

나랑 있을 때는 하루가 1초라도

넌 내 앞에서 요즘 하늘만 보더라

Oh I know your mind 이미

너와 나의 거리

멀어진 그리고 벌어진

남보다 못한 우리 사이

Oh baby

외톨이야 외톨이야 daridiridara du

외톨이야 외톨이야 daridiridara du

외톨이야 외톨이야 사랑에 슬퍼하고

사랑에 눈물짓는 외톨이

Sad Sad Sad Sad Sad Sad Sad Tonight

가슴이 아파

Oh no no no no Nobody knows

마음 몰라

One Two Three Four Five

Six Seven Eight Night

수 많은 밤을 세우며 나를 달래고 있어

차라리 다른 사람 생겼다고

내가 싫으면 싫다고

차라리 솔직하게 말해줬다면

난 너를 죽도록 미워하진 않았을 텐데

Check it One Two Three

네 말을 되새겨 봐도

이리 저리 둘러대는 거짓말이야

Oh baby

외톨이야 외톨이야 daridiridara du

외톨이야 외톨이야 daridiridara du

외톨이야 외톨이야 사랑에 슬퍼하고

사랑에 눈물짓는 외톨이

Sad Sad Sad Sad Sad Sad Sad Tonight

가슴이 아파

Oh no no no no Nobody knows

마음 몰라

One Two Three Four Five

Six Seven Eight Night

수 많은 밤을 세우며 나를 달래고 있어



사랑이 가네 사랑이 떠나네

한 사람을 그리고 한 사랑을

내게는 익숙했던 모든 것들을

이 밤이 가면 널 지워야겠지

그래 나 억지로라도 너를 지워야겠지

날 버린 널 생각하면 그래야겠지

Gone Gone My love is Gone

외톨이야 외톨이야 daridiridara du

외톨이야 외톨이야 daridiridara du

외톨이야 외톨이야 사랑에 아파하고

사랑을 기다리는 외톨이

Sad Sad Sad Sad Sad Sad Sad Tonight

꿈이길 원해

Oh no no no no Nobody knows

날 몰라

One Two Three Four Five

Six Seven Eight Night

수 많은 밤을 세우며 눈물 흘리고 있어",록/메탈
62,천둥,"눈물이 비가 되었고
내 울음이 천둥이 되어
가슴을 무너뜨리고 가나봐
가지마 제발 떠나지마
마음이 미친 듯이 외쳐봐도
이제는 듣지 못할 사람
하늘아 제발 그 사람 가는 길
힘들지 않도록
혹시나 그 이름을 실수라도
부르지 않도록
사랑아 어떻게든 그 사람
보내주어야 한다
그게 누가 봐도 멋진 남자니까
한숨은 바람이 되어
추억까지 흩뜨려놓고
제 자릴 찾으려 해도 잘 안돼
사랑해 그대를 사랑해
입술이 지금까지 숨겨왔던
다시는 하지 못 할 그 말
하늘아 제발 그 사람 가는 길
힘들지 않도록
혹시나 그 이름을 실수라도
부르지 않도록
사랑아 어떻게든 그 사람
보내주어야 한다
그게 누가 봐도 멋진 남자니까
가슴이 메어져도
하늘아 제발 그 사람 가는 길
힘들지 않도록
혹시나 그 이름을 실수라도
부르지 않도록
영원히 지켜준다던 약속
못 지킬 것만 같다
부디 좋은 사람 만나 행복해 줘",록/메탈
63,사랑은 봄비처럼...이별은 겨울비처럼,"묻지않을께 네가 떠나는 이유

이제 사랑하지 않는다는걸 알기에

야윈 너의 맘 어디에도

내 사랑 머물 수 없음을 알기에

이해해볼께 혼자남겨진 이유

이젠 나의 눈물 닦아줄 너는 없기에

지금 나의 곁에 있는건

그림자 뿐임을 난 알기에

사랑은 봄비처럼 내 마음 적시고

지울 수 없는 추억을 내게 남기고

이제 잊으라는 그 한마디로

나와 상관없는 다른 꿈을 꾸고

이별은 겨울비처럼 두 눈을 적시고

지울 수 없는 상처만 내게 남기고

이제 떠난다는 그 한마디로

나와 상관없는 행복을 꿈꾸는 너



기도 해볼께 니가 잊혀지기를

슬픈사랑이 다신 내게 오지 않기를

세월 가는데로 그대로

무뎌진 가슴만 남아있기를

왜 행복한 순간도 사랑의 고백도

날 설레게한 그 향기도

왜 머물순 없는지 떠나야 하는지

무너져야 하는지

사랑은 봄비처럼 내 마음 적시고

지울 수 없는 추억을 내게 남기고

잊으라는 그 한마디로

나와 상관없는 다른 꿈을 꾸고

이별은 겨울비 처럼 두 눈을 적시고

지울 수 없는 상처만 내게 남기고

떠난다는 그 한마디로

나와 상관 없는 행복을 꿈꾸는 너",록/메탈
64,서시,"해가 지기전에 가려했지
너와 내가 있던 그 언덕
풍경속에
아주 키작은 그 마음으로
세상을 꿈꾸고 그리며
말했던 곳
이제 여행을 떠나야 하는
소중한 내 친구여
때론 다투기도 많이 했지
서로 알수없는 오해의 조각들로
하지만 멋쩍은 미소만으로
너는 내가 되고 나도 니가 될수
있었던 수많은 기억들
내가 항상 여기 서 있을께
걷다가 지친 네가 나를
볼수 있게
저기 저 별위에 그릴거야
내가 널 사랑하는 마음
볼수 있게
우 너는 내가 되고 나도
니가 될수 있었던
수많은 기억들
내가 항상 여기 서있을께
걷다가 지친 니가 나를
볼수 있게
저기 저 별위에 그릴거야
내가 널 사랑하는 마음
볼수 있게
내가 항상 여기 서있을께
걷다가 지친 니가 나를
볼수 있게
저기 저 별위에 그릴거야
내가 널 사랑하는 마음
볼수 있게 예",록/메탈
65,지독하게,"아무 표정 없이 아무렇지 않게
그렇게 널 보내주길
매일 연습해봐도 어색하기만 하고
웃음을 보이며 몰래 우는 법도
매일 연습해 봤지만
떨리는 목소리에
금새 들킬 것만 같아
사랑하는 것 보단 이별 하는 게
아마 수천 배 수만 배는 힘든데
너 없이 못 사는 바보인데 어쩌라고
지독하게 너무 지독하게
너를 사랑했나 봐
숨도 못 쉬고 너만 찾는데 도대체
언제쯤 그만 둘 수 있는지
지독하게 너무 지독하게
너만 사랑했나 봐
널 보내기가 내겐 죽기보다 더
힘든 지독한 일인 것 같아
아무리 아파도 아무렇지 않게
그렇게 하루를 보내길
그저 익숙해 지길
매일 연습해 봤지만
어차피 너를 잊진 못할 것 같아
고칠 수 없는 병에 아프다 해도
너 없이 못사는 바보인데 어쩌라고
지독하게 너무 지독하게 너를
사랑했나 봐
숨도 못 쉬고 너만 찾는데 도대체
언제쯤 그만 둘 수 있는지
지독하게 너무 지독하게
너만 사랑했나 봐
널 보내기가 내겐 죽기보다 더
힘든 지독한 일인 것 같아
차라리 이럴 거면 사랑조차 말걸
언제쯤엔 잊을까
미련하게 너무 미련하게
너만 사랑 했나 봐
다른 사랑은 꿈도 못 꾸게 하는 너만
너밖에 모르는 바보인데 어쩌라고
지독하게 너무 지독하게
너와 이별하나 봐
잘 가란 말이 뭐가 어려워
입술조차 떼지 못하고 머뭇거려
지독하게 너무 지독하게
너를 이별하나 봐
흉터보다 더 깊이 가슴에 남아
너를 지울 수 없을 것 같아",록/메탈
66,사랑 빛,"그댈 보면 얼굴이 빨개지고
그댈 보면 가슴이 두근두근
아이처럼 수줍게 말하고
그댈 보면 괜시리 웃음이 나
바보처럼 자꾸만 그래
아마 내게 사랑이 온 건 가봐
그대는 내 마음 속의 President
내 가슴의 별 수놓지
I'm Genie for you Girl
내 숨을 멎게 하지 그대가 원하는건
다 너를 사랑하니까
내 사랑에 이유는 없잖아
You know 그대는 Darling
밤 하늘 별빛보다 아름다워요
내 맘속 깊은 곳에서 반짝거리는
나 만의 사랑 빛 그대를 사랑해요
Darling 언제나 내 곁에서
빛을 내줘요 매일밤
바라보고 바라봐도 아름다워요
그댄 나의 사랑 빛 그댈 보면
구름을 나는 기분 유치해도
자꾸만 그래 아마 내게
사랑이 온 건 가봐

그대는 Darling
밤 하늘 별빛보다 아름다워요
내 맘속 깊은 곳에서 반짝거리는
나 만의 사랑 빛 그대를 사랑해요
Darling 언제나 내 곁에서
빛을 내줘요 매일 밤 바라보고
바라봐도 아름다워요
그댄 나의 사랑 빛

그대는 Lovely
저 하늘 햇살보다 눈이 부셔요
내 맘속 어둔 곳까지 밝게 비추는
나만의 사랑 빛 그대를 사랑해요
Lovely 두 눈을 감아봐도 그대 보여요
이렇게 바라보고 바라봐도
눈이 부셔요 그댄 나의 사랑 빛",록/메탈
67,Bounce,"그대가 돌아서면
두 눈이 마주칠까
심장이 Bounce Bounce
두근대 들릴까봐 겁나
한참을 망설이다 용기를 내
밤새워 준비한 순애보
고백해도 될까
처음 본 순간부터 네 모습이
내 가슴 울렁이게 만들었어
Baby You're my trampoline
You make me Bounce Bounce
수많은 인연과 바꾼 너인 걸
사랑이 남긴 상처들도 감싸줄게
어쩌면 우린 벌써 알고 있어
그토록 찾아 헤맨 사랑의 꿈
외롭게만 하는 걸
You make me Bounce
You make me Bounce
Bounce Bounce
망설여져 나 혼자만의
감정일까
내가 잘못 생각한 거라면
어떡하지 눈물이나
별처럼 반짝이는 눈망울도
수줍어 달콤하던 네 입술도
내겐 꿈만 같은 걸
You make me Bounce
우린 벌써 알고 있어
그토록 찾아 헤맨 사랑의 꿈
외롭게만 하는 걸 어쩌면
우린 벌써
You make me
You make me",록/메탈
68,비망록 (스물의 노래),"아름답다고 난
스물의 세상을 꿈꿨지
오늘부터 다 날
어른으로 부르네
어제 오늘은
단 하루가 차이 날 뿐인데
마치 꿈인 듯 다 변했어
알았던 모든것은
전부 허구였어
꿈이란 결코
마법처럼 되지않아
칼과 창 방패에 말을 타는
서부의 총잡이 돼볼까
순례자든 방랑자든 다
밀림의 도시 벗어나 볼까
난 또 다른 삶의 길 위에서
새로운 방황을 시작해
스무살의 어린 비망록
난 펼쳐드네
나의 노래로 조금 서툴게
되고 싶은것
또 하고픈 일들을 알았네
왠지 자꾸만 난 불안해
알았던 모든것은
전부 허구였어
꿈이란 결코
마법처럼 되지 않아
저 거친 들판에 모래바람
다지는 소 떼를 몰거야
투우사든 집시 또는 나
돈키호테도 괜찮을거야
난 세상에 발을 딛고 서는
평범한 일상이 싫은 걸
다른 삶의 오직 나만의
길을 가고싶어 나를 꿈꾸며
칼과 창 방패에 말을 타는
서부의 총잡이 돼볼까
순례자든 방랑자든 다
밀림의 도시 벗어나 볼까
나 세상에 발을 딛고 서는
평범한 일상이 싫은 걸
다른 삶의 오직 나만의
길을 가고싶어 나를 꿈꾸며",록/메탈
69,본능적으로 (Feat. Swings),"본능적으로 느껴졌어
넌 나의 사람이 된다는 걸
처음 널 바라봤던 순간
찰나의 전율을 잊지 못해
Oh Oh Oh Oh Oh Oh Oh
Oh Oh Oh Oh
좋은 사람인진 모르겠어
미친 듯이 막 끌릴 뿐야
섣부른 판단일지라도
왠지 사랑일 것만 같아
Oh Oh Oh Oh Oh Oh Oh
Oh Oh Oh Oh
내가 택했던 그녀를 난 믿겠어
내가 택했던 그 밤을
내 생 최고의 사랑일지
미친 사랑의 시작일지
해봐야 아는 게 사랑이지
이제 우리 시작할까
Oh Oh Oh Oh Oh Oh Oh
Oh Oh Oh Oh
운전 하다가 널 봤는데
사고가 날 뻔했어
좋아 파란 불이 떴어
너에게 나는 go했고
그 S Line에 난 자석처럼 끌려
나도 모르게 침을 한 방울 흘려
오해하지마 나는 속물 아냐
사랑을 가능케 하는 건 본능이야
우연인지 운명인지
나는 너의 앞에 왔어
계산 같은 건 전부 다
은행에 다 맡겨
내가 택했던 그녀를 난 믿겠어
내가 택했던 그 밤을
내가 택했던 그 밤을 못 잊겠어
그 황홀했던 순간을
그런 느낌이야 이건 본능이야
내 생 최고의 사랑이든
미친 사랑의 시작이든
절대 후회는 없을 거야
이제 우리 시작할까
Oh Oh Oh Oh Oh Oh Oh
Oh Oh Oh Oh
그런 느낌이야 이건 본능이야
Oh Oh Oh Oh Oh Oh Oh
Oh Oh Oh Oh
Ha Ha Every Body Now
Oh Oh Oh Oh Oh Oh Oh
Oh Oh Oh Oh",록/메탈
70,달팽이,"집에 오는 길은 때론 너무 길어
나는 더욱 더 지치곤 해
문을 열자마자 잠이 들었다가
깨면 아무도 없어
좁은 욕조 속에 몸을 뉘었을 때
작은 달팽이 한 마리가
내게로 다가와
작은 목소리로 속삭여줬어
언젠가 먼 훗날에
저 넓고 거칠은 세상 끝 바다로
갈 거라고
아무도 못 봤지만
기억 속 어딘가 들리는 파도
소리 따라서
나는 영원히 갈래
모두 어딘가로 차를 달리는 길
나는 모퉁이 가게에서
담배 한 개비와 녹는 아이스크림
들고 길로 나섰어
해는 높이 떠서 나를 찌르는데
작은 달팽이 한 마리가
어느새 다가와 내게 인사하고
노랠 흥얼거렸어
언젠가 먼 훗날에
저 넓고 거칠은 세상 끝 바다로
갈 거라고
아무도 못 봤지만
기억 속 어딘가 들리는 파도
소리 따라서
나는 영원히 갈래
내 모든 걸 바쳤지만
이젠 모두 푸른 연기처럼
산산이 흩어지고
내게 남아 있는 작은 힘을 다해
마지막 꿈 속에서
모두 잊게 모두 잊게 해 줄 바다를
건널 거야
언젠가 먼 훗날에
저 넓고 거칠은 세상 끝 바다로
갈 거라고
아무도 못 봤지만
기억 속 어딘가 들리는 파도
소리 따라서
나는 영원히 갈래",록/메탈
71,어쩌면...,"어쩌면 오늘이 마지막이
될지도 몰라
나의 사랑이 떠날지 몰라
불안한 나의 마음 네가
알아챌 것만 같아서
너와 눈도 마주치지 못했어
너의 그 사람 다시 돌아왔을 때
많이 힘들어하던 너
깊은 고민에 빠진 너
제발 아니길 don't say
good bye
Say Good bye
떠나지마 사랑하잖아
내가 있잖아
너를 버렸던 그 사람에게 가지마
지난 눈물 기억해줘
돌아간다면 떠나간다면
네가 겪었던 똑같은 이유로
내 삶이 무너질텐데
너 원한다면 보내야 하겠지
끝내 잡을 수 없겠지
아픈 나날들을 준비해야 하겠지
시간이 지나면 모두
잊혀질거란 얘기
너를 미워해 달라는 얘기
그렇게 하지 못할 나의 마음을
알고 있잖아
너무 그 사람만 생각하지마
왜 하필이면 다시 그 사람이니
한 번 버렸던 사랑은 두 번
버리기 쉬운데
다시 생각해 don't say
good bye
say good bye
떠나지마 사랑하잖아 내가 있잖아
너를 버렸던 그 사람에게
가지마 지난 눈물 기억해줘
끝이 아니야 잠시뿐이야
나의 사랑을 확인할 시간이
너에게 필요할뿐야
I believe 우리의 사랑
you're my everything
never give you up
내가 너무 사랑해 너만을
내가 사랑해
여기 있을게 널 위해
never say good bye
떠나지마 사랑하잖아 내가 있잖아
너를 버렸던 그 사람에게 가지마
지난 눈물 기억해줘
돌아간다면 떠나간다면
네가 겪었던 똑같은 이유로
내 삶이 무너질텐데 워
끝이 아니야 잠시뿐이야
나의 사랑엔 이별은 없는 걸
You're mine never say
good bye",록/메탈
72,"Butterfly (Play 크리스티나, 이승열, 호란, 알렉스, 박기영, 웨일, 정순용, 미키, 혜원, 장은아)","어리석은 세상은 너를 몰라
누에 속에 감춰진 너를 못봐
나는 알아 내겐 보여
그토록 찬란한 너의 날개
겁내지마 할 수 있어
뜨겁게 꿈틀거리는
날개를 펴
날아올라 세상위로
태양처럼 빛을 내는 그대여
이세상이 거칠게 막아서도
빛나는 사람아
난 너를 사랑해
널 세상이 볼 수 있게
날아 저 멀리

꺾여버린 꽃처럼 아플 때도
쓰러진 나무처럼 초라해도
너를 믿어 나를 믿어
우리는 서로를 믿고 있어
심장의 소릴 느껴봐
힘겹게 접어놓았던
날개를 펴
날아올라 세상위로
벅차도록 아름다운 그대여
이 세상이 차갑게 등을 보여도
눈부신 사람아
난 너를 사랑해
널 세상이 볼 수 있게
날아 저 멀리
태양처럼 빛을 내는 그대여
이세상이 거칠게 막아서도
빛나는 사람아
난 너를 사랑해
널 세상이 볼 수 있게
날아 저 멀리",록/메탈
73,인형의 꿈,"그대 먼 곳만 보네요
내가 바로 여기 있는데
조금만 고개를 돌려도
날 볼 수 있을텐데
처음엔 그대로 좋았죠 그저
볼 수만 있다면
하지만 끝없는 기다림에
이젠 난 지쳐가나봐
한 걸음 뒤엔 항상 내가
있었는데 그대
영원히 내 모습 볼 수 없나요
나를 바라보면 내게 손짓하면
언제나 사랑할텐데
난 매일 꿈을 꾸죠 함께
얘기 나누는 꿈
하지만 그 후에 아픔을
그대 알 수 없죠
한 걸음 뒤엔 항상 내가
있었는데 그대
영원히 내 모습 볼 수 없나요
나를 바라보면 내게 손짓하면
언제나 사랑할텐데
사람들은 내게 말했었죠
왜 그토록 한 곳만 보는지
난 알 수 없었죠 내 마음을
작은 인형처럼 그대만을
향해 있는 나
한 걸음 뒤엔 항상 내가
있었는데 그대
영원히 내 모습 볼 수 없나요
나를 바라보면 내게 손짓하면
언제나 사랑할텐데 영원히
널 지킬텐데",록/메탈
74,다시 사랑한다면,"그대와 나의 사랑은
너무나 강렬하고도 애절했으며
그리고 위험했다

그것은 마치 서로에게 다가설수록
상처를 입히는 선인장과도 같은..

다시 태어난다면 다시 사랑한다면
그때는 우리 이러지 말아요
조금 덜 만나고 조금 덜 기대하며
많은 약속 않기로 해요

다시 이별이 와도  서로 큰 아픔 없이
돌아설 수 있을만큼
버려도 되는 가벼운 추억만
서로의 가슴에 만들기로 해요

이젠 알아요 너무 깊은 사랑은
외려 슬픈 마지막을 가져 온다는 걸
그대여 빌께요 다음번의 사랑은
우리 같지 않길 부디 아픔이 없이
꼭 나보다 더 행복해져야만 해

많은 시간이 흘러 서로 잊고 지내도
지난날을 회상하며
그때도 이건 사랑이었다고
말할 수 있다면 그걸로 된거죠

이젠 알아요 너무 깊은 사랑은
외려 슬픈 마지막을 가져 온다는 걸
그대여 빌께요 다음번의 사랑은
우리 같지 않길 부디 아픔이 없이

이젠 알아요 영원할 줄 알았던
그대와의 사랑마저 날 속였다는게
그보다 슬픈 건 나 없이 그대가
행복하게 지내는 먼훗날의 모습

내 마음을 하늘만은 알기를 -",록/메탈
75,동경소녀,"오랜만이야
정말 보고 싶었지만
내 하찮은 자존심이
허락안했어
헤어진후에
많이 달라진것같아
늘 해오던 긴머리가
네겐 어울려
니가 떠난후 빈자리가
너무나 컸었다고
말하고 싶은데
but I still love you
넌 왜 지금도 나를
자꾸만 나를 아프게 해
Oh My 지금도 너를
나만의 너를
I Still Love You
몇번씩이나
전화하려 했었지만
니 곁에선 그 사람이
맘에 걸렸어
느낄수 있어
이제 많이 편해보여
너 말없이 웃어주니
나는 서글퍼
너무 늦었나 보고싶다
내맘도 이제와서
부담일뿐이니
but I still love you
넌 왜 지금도 나를
자꾸만 나를 아프게 해
Oh My 지금도 너를
나만의 너를
I Still Love You
넌 왜 지금도 나를
자꾸만 나를 아프게 해
Oh My 지금도 너를
나만의 너를
I Still Love You",록/메탈
76,뭐라할까,"혼자일거라는
생각은 사실 못했었어
죽을 것만 같던 시간도
결국 흘러갔고
너무 쉽게 내게 뱉은 말
행복하다는 말
그 말처럼 너는 나보다 좋아
보였으니
나를 잊지 못했니 살다보니 그랬니
너를 보는 내 마음도
예전같지는 않은데
뭐라할까 나에겐 오직 너만
필요할 것 같았어 그랬어
어느새 나 너없는 시간 익숙해졌고
그렇게 널 지켜 볼 수 있게 됐어
뭔가 있을 거란 생각을
가끔 하기는 해
아무 욕심없는 것처럼 돌아섰던 내게
어쩜 그럴 수 있었을까
그런 생각이지
그래놓고 내게 남겨진
너를 잊기 위해
많은 것을 버렸어 살기 위해 미쳤어
네게 보여주지 않은
나로 살았어 지금은
뭐라할까 나에겐 오직 너만
필요할 것 같았어 그랬어
어느새 나 너없는 시간 익숙해졌고
그렇게 널 지켜 볼 수 있게 됐어
나 없이도 되잖아 이제 나를 벗어나
나를 정말 생각해준다면 그래주겠니
뭐라할까 나에겐 오직 너만
필요할 것 같았어 그랬어
어느새 나 너없는
시간 익숙해졌고 그렇게 널
뭐라할까 나에겐 오직 너만
필요할 것 같았어 그랬어
어느새 나 너 없는 시간 익숙해졌고
그렇게 널 지켜 볼 수 있게 됐어
혼자일거라는 생각은
사실 못했었어
죽을 것만 같던 시간도
결국 흘러갔고",록/메탈
77,진혼,"내일이면 눈뜨지 않고 영원히 잠들길 바래
그대 없다면 내가 살아있어도
그건 죽은 거니까

타고남은 나의 모든 것 그대의 곁에 뿌려줘
못 다했었던 우리 사랑 남을수 있게
마지막 부탁이야

그래 죽는날 까지 같은 날에 하고 싶다고
우리 함께 약속 했었잖아
혼자두고 떠나면 안돼

그대를 따라서 이세상 떠나가려해
오 우리사랑 영혼까지 함께해
아름다웠었던 그 모습 아직 기억해
이세상 빛이 사라진다해도 찾을 수 있어

그래 죽는 날 까지 같은 날에 하고 싶다고
우리 함께 약속 했었잖아
혼자 두고 떠나면 안돼

그대가 있는곳 저 하늘 끝에 돌아가
왜이렇게도 빨리왔냐 묻거든
단 하룰 살아도 함께 할 수만 있다면
어둠의 끝에 있다해도 나는 행복하다고

다시 떠나면 안돼 -",록/메탈
78,Maria,"자 지금 시작해

조금씩 뜨겁게

우~ 두려워하지마

펼쳐진 눈앞에

저 태양이 길을 비춰



우~절대 멈추지마

마리아 아베마리아

저 흰구름 끝까지 날아

마리아 아베마리아

거친파도따윈 상관없이



기적은 이렇게 눈앞에

니 앞에 펼쳐잇어

우~절대멈추지마

마리아 아베마리아

저 흰구름 끝까지 날아

마리아 아베마리아

거친 파도 따윈 상관없이

마리아~



멈춰버린 심장전체가

겉잡을 수 없이 뛰어와

마리아 아베마리아

저 흰구름 끝까지 날아

마리아 아베마리아

거친 파도 따윈 상관없이

마리아 아베마이라

저 흰구름 끝까지 날아

마리아 아베마리아

거친 파도 따윈 상관없이",록/메탈
79,우리가 헤어진 진짜 이유,"우리가
헤어진 진짜 이유
너는 알고 있을까
아마 지금의 너에겐
아무런 상관이 없겠지
이해 할 수록
멀어지던 너
좀처럼 화내질
않았던 나
노력 할수록
지루해졌던
너와 나
설레임뿐야
니가 바랬던건
처음뿐이야
니가 날 바라본건
우리가 헤어진
진짜 이윤 없어
니가 날
사랑하지 않았을 뿐
다른 이윤 없어
oh oh
날 사랑한적 없을 뿐
oh oh
이제야 모든게 선명해
내가 널
사랑한 진짜 이유
너는 아마 모를걸
그래 알았다면
나를 쉽게도
떠날리 없겠지
새로운 사랑
꿈을 꾸던 너
영원한 사랑을
꿈꾸던 나
바라보는게
너무 달랐던
너와 나
설레임뿐야
니가 바랬던건
처음뿐이야
니가 날 바라본건
우리가 헤어진
진짜 이윤 없어
니가 날
사랑하지 않았을 뿐
다르게 쓰인
너와 나의 사랑
다르게 남을
너와 나의 마지막
내가 널 반드시
잊을 필욘 없어
어차피 혼자
남은 이자리에
조금 더 있을게
나쁜 꿈을 꿨어
다시 돌아온 너에게
다시 반한 나
멋대로 돌아온 너를
또 받아주던 나
설레임뿐야
니가 바랬던건
처음뿐이야
니가 날 바라본건
우리가 헤어진
진짜 이윤 없어
니가 날
사랑하지 않았을 뿐
다른 이윤 없어
oh oh
날 사랑한적 없을 뿐
oh oh
이제야 모든게 선명해",록/메탈
80,오리 날다 (영화 '권순분여사 납치사건' CF 테마송),"난나 나나난나 난나나
난나 나나난나 난나나
쭈쭈쭈 쭈쭈쭈 쭈쭈쭈
쭈쭈쭈 쭈쭈쭈 쭈쭈쭈
나는 꿈을 꾸었죠 네모난 달이 떴죠
하늘위로 올라가 달에게 말을했죠
늦은밤 잠에서 깨어 날개를 흔들었죠
오리는 날수없다 엄마에게 혼났죠
이제는 하늘로 날아갈래요
하늘위 떠있는 멋진 달되고 싶어
날아올라 저 하늘 멋진 달이 될래요
깊은밤 하늘에 빛이 되어 춤을 출꺼야
날아올라 밤하늘 가득 안고 싶어요
이렇게 멋진 날개를 펴
꿈을 꾸어요 난 날아올라
쭈쭈쭈 쭈쭈쭈 쭈쭈쭈
쭈쭈쭈 쭈쭈쭈 쭈쭈쭈
나는 꿈을 꾸었죠 달님이 말을 했죠
어서 위로 올라와 나와 함께 놀자고
늦은밤 잠에서 깨어 날개를 흔들었죠
엄마도 날수없다 오늘도 혼이났죠
이제는 하늘로 날아갈래요
하늘위 떠있는 멋진 달되고 싶어
날아올라 저 하늘 멋진 달이 될래요
깊은밤 하늘에 빛이 되어 춤을 출꺼야
날아올라 밤하늘 가득 안고 싶어요
이렇게 멋진 날개를 펴
꿈을 꾸어요 난 날아올라
날아올라 날아올라 저 하늘로
깊은밤 하늘에 빛이 되어 춤을 출꺼야
날아올라 날아올라 날아올라 저 하늘로
이제는 날개를 활짝펴고 날아갈꺼야
날아올라 저 하늘 멋진 달이 될래요
깊은밤 하늘에 빛이 되어 춤을 출꺼야
날아올라 밤하늘 가득 안고 싶어요
이렇게 멋진 날개를 펴
꿈을 꾸어요 난 날아올라
쭈쭈쭈 쭈쭈쭈 쭈쭈쭈 쭈쭈쭈",록/메탈
81,그대에게,"숨가쁘게 살아가는 순간 속에도
우린 서로 이렇게 아쉬워하는 걸
아직 내게 남아있는 많은 날들을
그대와 둘이서 나누고 싶어요
내가 사랑한
그 모든 것을 다 잃는다 해도
그대를 포기할 수 없어요
이 세상 어느 곳에서도
나는 그대 숨결을 느낄 수 있어요
내 삶이 끝나는 날까지
나는 언제나 그대 곁에 있겠어요
내가 사랑한
그 모든 것을 다 잃는다 해도
그대를 포기할 수 없어요
내 삶이 끝나는 날까지
내 삶이 끝나는 날까지
나는 언제나 그대 곁에 있겠어요
이 세상 어느 곳에서도
이 세상 어느 곳에서도
나는 그대 숨결을 느낄 수 있어요
내 삶이 끝나는 날까지
내 삶이 끝나는 날까지
나는 언제나 그대 곁에 있겠어요
내 삶이 끝날 때까지
언제나 그댈 사랑해",록/메탈
82,비의 랩소디,"이젠 눈물그쳐 나를 봐요
우는 그대 더 아름다워
내게 이 모습 조차
더 남지 않도록
그냥 고개 돌려요

그저 미안한 마음뿐이죠
그댈 위해 해줄게 없어
모두 이해할게요
그댈 아끼는 맘
그분들도 같을 거란걸
한참동안을 비틀거렸죠 워
그댈 사랑했던 그만큼
워 워 떠나가요 아주 먼곳으로
그대소식 내게 올수
없을 그만큼 다 잊어요
내겐 마지막이될 사람도
모두다 버려두고 갈게요 우 우

나를 위해 많이 애썼단걸
알고있죠 난 감사해요
허나 이룰수 없는건 어쩔수 없죠
내가 용기낼게요 이젠
죽는날까지 사랑한대도 워
가질수 없는 그대인걸 워 워
떠나가요 아주 먼곳으로
그대소식 내게 올수 없을
그만큼 다 잊어요
내겐 마지막이될 사람도
모두다 버려두고 갈게요
떠나가요 아주 먼곳으로
그대소식 내게 올수 없을
그만큼 혹시라도
내가 그리울 때면
세상에 내가 없다고 믿어요
우 그렇게 우 믿어요",록/메탈
83,잘할 걸,"고요하고 어두운 밤이
찾아오면은
난 다시 그대 생각에
니 말투 니 표정 그 하나만 보아도
알 수 있었었는데
근데 왜 나는 네게 찾아가
너에게 너무 많은 걸 뺏고
조금만 더 잘할 걸
조금만 더 참을 걸 그랬지
내가 원한 건 이런 게 아니었는데
도대체 우리가 왜 이렇게
그때는 우리가 완벽했을지라도
지금은 닿을 수 없어
그렇지만 그대여 이것 하나만
제발 부디 기억해줘요
그대여 부디 잊지 말아요
그대가 그때에 외워 두었던 나를
조금만 더 잘할 걸
조금만 더 참을 걸 그랬지
내가 원한 건 이런 게 아니었는데
도대체 우리가 왜 이렇게
조금만 더 잘할 걸
조금만 더 참을 걸 그랬지
내가 원한 건 이런 게 아니었는데
도대체 우리가 왜 이렇게
어눌한 목소리와
어색한 표정 그 말투는
네게는 익숙해질 그리운
모습이란 걸
넌 알고 있니
어눌한 목소리와
어색한 표정 그 말투는
네게는 익숙해질 그리운
모습이란 걸
넌 기억하고 있니",록/메탈
